DATE,PRCP_IL,SNOW_IL,SNWD_IL,TMAX_IL,TMIN_IL,TOBS_IL,WESF_IL,PRCP_SD,SNOW_SD,SNWD_SD,TMAX_SD,TMIN_SD,TOBS_SD,WESF_SD,PRCP_MI,SNOW_MI,SNWD_MI,TMAX_MI,TMIN_MI,TOBS_MI,WESF_MI,PRCP_MO,SNOW_MO,SNWD_MO,TMAX_MO,TMIN_MO,TOBS_MO,WESF_MO,PRCP_AR,SNOW_AR,SNWD_AR,TMAX_AR,TMIN_AR,TOBS_AR,WESF_AR,PRCP_MN,SNOW_MN,SNWD_MN,TMAX_MN,TMIN_MN,TOBS_MN,WESF_MN,PRCP_KS,SNOW_KS,SNWD_KS,TMAX_KS,TMIN_KS,TOBS_KS,WESF_KS,PRCP_IA,SNOW_IA,SNWD_IA,TMAX_IA,TMIN_IA,TOBS_IA,WESF_IA,PRCP_ND,SNOW_ND,SNWD_ND,TMAX_ND,TMIN_ND,TOBS_ND,WESF_ND,PRCP_IN,SNOW_IN,SNWD_IN,TMAX_IN,TMIN_IN,TOBS_IN,WESF_IN,PRCP_OH,SNOW_OH,SNWD_OH,TMAX_OH,TMIN_OH,TOBS_OH,WESF_OH,PRCP_TN,SNOW_TN,SNWD_TN,TMAX_TN,TMIN_TN,TOBS_TN,WESF_TN
2020-01-11,229,0,0,,,,,0,0,300,-121,-293.0,,,201.0,0.0,0.0,78.0,17.0,17.0,,729,,,,,,,864,0,0,189,100,100,,,,,-150,-350,,,,0.0,0.0,,,,,323,10,0,-11,-89,-89,,0,0,,,,,,325,0,0,,,,,56,0,0,206,117,,,483,0,0,200,128,133,
2020-01-12,13,20,0,,,,,0,0,300,-55,-188.0,,,249.0,41.0,51.0,17.0,-72.0,-72.0,,69,46.0,38.0,,,,,33,0,0,100,-22,-22,,,,,-94,-161,,,13.0,102.0,102.0,,,,13.0,18,38,51,-67,-94,-67,,0,0,,,,,,20,0,0,,,,,0,0,0,161,17,,,64,0,0,172,22,44,
2020-01-13,0,0,0,,,,,0,0,300,-27,-121.0,,,18.0,23.0,76.0,-39.0,-72.0,-39.0,,0,0.0,,,,,,0,0,0,33,-22,22,,,,,-50,-94,,,0.0,0.0,51.0,,,,,8,8,51,-22,-67,-28,,0,0,,,,,,0,0,0,,,,,0,0,0,78,11,,,0,0,0,117,6,106,
2020-01-14,0,0,0,,,,,5,10,280,-55,-171.0,,,3.0,3.0,51.0,-6.0,-39.0,-6.0,,0,0.0,,,,,,0,0,0,61,22,56,,,,,-56,-206,,,0.0,0.0,,,,,,8,0,25,17,-28,0,,0,0,,,,,,0,0,0,,,,,0,0,0,128,6,,,104,0,0,144,6,111,
2020-01-15,0,0,0,,,,,10,20,300,-160,-249.0,,,0.0,0.0,25.0,22.0,-11.0,-11.0,,0,0.0,,,,,,0,0,0,117,56,94,,,,,-156,-261,,,0.0,0.0,,,,,,0,0,0,17,-28,-17,,58,76,406.0,,,,,0,0,0,,,,,10,0,0,117,17,,,18,0,0,194,106,167,
2020-01-16,0,0,0,,,,,0,0,300,-116,-310.0,,,8.0,10.0,25.0,17.0,-17.0,-17.0,,0,0.0,,,,,,0,0,0,172,44,44,,,,,-172,-306,,,0.0,0.0,,,,,,0,0,0,-11,-178,-172,,0,0,,,,,,0,0,0,,,,,5,5,0,67,-32,,,437,0,0,200,56,89,
2020-01-17,0,0,0,,,,,43,74,300,-32,-121.0,,,18.0,38.0,51.0,-17.0,-78.0,-78.0,,3,,,,,,,0,0,0,44,-11,-6,,,,,-83,-222,,,64.0,,,,,,,0,0,0,-89,-172,-89,,0,0,,,,,,0,0,0,,,,,3,5,0,-27,-49,,,0,0,0,100,17,22,
2020-01-18,229,84,76,,,,,5,5,360,-121,-205.0,,,8.0,8.0,51.0,-44.0,-78.0,-44.0,,411,,,,,,,183,0,0,128,-6,94,,,,,-83,-178,,,0.0,,,,,,,132,99,102,6,-89,-17,,0,0,,,,,,201,0,0,,,,,198,119,50,61,-38,,,127,0,0,161,22,161,
2020-01-19,0,0,51,,,,,0,0,360,-171,-243.0,,,130.0,91.0,102.0,17.0,-50.0,-50.0,,0,0.0,,,,,,0,0,0,94,-17,-17,,,,,-133,-206,,,0.0,0.0,,,,,,0,0,102,-17,-189,-189,,18,25,406.0,,,,,0,0,0,,,,,13,20,30,0,-93,,,0,0,0,178,-11,17,
2020-01-20,0,0,51,,,,,0,0,360,-171,-271.0,,,18.0,18.0,152.0,-50.0,-106.0,-106.0,,0,0.0,,,,,,0,0,0,56,-67,-67,,,,,-67,-267,,,0.0,0.0,,,,,,0,0,102,-139,-194,-161,,0,0,,,,,,0,0,0,,,,,15,33,30,-27,-105,,,0,0,0,100,-67,-56,
2020-01-21,0,0,51,,,,,0,0,360,-27,,,,0.0,0.0,102.0,-44.0,-117.0,-61.0,,15,25.0,,,,,,0,0,0,-28,-72,-50,,,,,-28,-172,,,0.0,0.0,,,,,,8,8,102,-117,-217,-178,,0,0,,,,,,0,0,0,,,,,0,0,50,-43,-99,,,0,0,0,-22,-61,-50,
